hour,month,day,hour_of_day,t_ambient_C,t_internal_C,heater_on,fan_on,charge_inhibit,q_heater_W,q_fan_W,stress_t_ambient_C,stress_t_internal_C,stress_heater_on,stress_fan_on,stress_charge_inhibit,stress_q_heater_W,stress_q_fan_W
3610,5,31,10,10.4,16.2,0,0,0,0.0,0.0,11.0,16.8,0,0,0,0.0,0.0
3611,5,31,11,11.9,16.6,0,0,0,0.0,0.0,12.6,17.3,0,0,0,0.0,0.0
3612,5,31,12,13.6,17.2,0,0,0,0.0,0.0,14.3,17.9,0,0,0,0.0,0.0
3613,5,31,13,15.2,17.9,0,0,0,0.0,0.0,16.1,18.6,0,0,0,0.0,0.0
3614,5,31,14,16.8,18.5,0,0,0,0.0,0.0,17.7,19.3,0,0,0,0.0,0.0
3615,5,31,15,18.1,19.2,0,0,0,0.0,0.0,19.0,19.9,0,0,0,0.0,0.0
3616,5,31,16,19.1,19.8,0,0,0,0.0,0.0,20.1,20.5,0,0,0,0.0,0.0
3617,5,31,17,19.8,20.2,0,0,0,0.0,0.0,20.8,21.0,0,0,0,0.0,0.0
3618,5,31,18,20.0,20.5,0,0,0,0.0,0.0,21.0,21.2,0,0,0,0.0,0.0
3619,5,31,19,19.8,20.7,0,0,0,0.0,0.0,20.8,21.5,0,0,0,0.0,0.0
3620,5,31,20,19.1,20.8,0,0,0,0.0,0.0,20.1,21.7,0,0,0,0.0,0.0
3621,5,31,21,18.1,20.9,0,0,0,0.0,0.0,19.0,21.7,0,0,0,0.0,0.0
3622,5,31,22,16.8,20.8,0,0,0,0.0,0.0,17.7,21.6,0,0,0,0.0,0.0
3623,5,31,23,15.2,20.6,0,0,0,0.0,0.0,16.1,21.4,0,0,0,0.0,0.0
3624,6,1,0,21.1,20.9,0,0,0,0.0,0.0,22.9,21.8,0,0,0,0.0,0.0
3625,6,1,1,19.2,21.1,0,0,0,0.0,0.0,20.9,22.0,0,0,0,0.0,0.0
3626,6,1,2,17.5,21.0,0,0,0,0.0,0.0,19.1,22.1,0,0,0,0.0,0.0
3627,6,1,3,16.0,20.9,0,0,0,0.0,0.0,17.6,22.0,0,0,0,0.0,0.0
3628,6,1,4,14.9,20.6,0,0,0,0.0,0.0,16.4,21.8,0,0,0,0.0,0.0
3629,6,1,5,14.1,20.4,0,0,0,0.0,0.0,15.7,21.5,0,0,0,0.0,0.0
3630,6,1,6,13.9,20.1,0,0,0,0.0,0.0,15.4,21.3,0,0,0,0.0,0.0
3631,6,1,7,14.1,20.0,0,0,0,0.0,0.0,15.7,21.2,0,0,0,0.0,0.0
3632,6,1,8,14.9,20.1,0,0,0,0.0,0.0,16.4,21.4,0,0,0,0.0,0.0
3633,6,1,9,16.0,20.5,0,0,0,0.0,0.0,17.6,21.7,0,0,0,0.0,0.0
3634,6,1,10,17.5,21.0,0,0,0,0.0,0.0,19.1,22.3,0,0,0,0.0,0.0
3635,6,1,11,19.2,21.7,0,0,0,0.0,0.0,20.9,23.1,0,0,0,0.0,0.0
3636,6,1,12,21.1,22.5,0,0,0,0.0,0.0,22.9,23.9,0,0,0,0.0,0.0
3637,6,1,13,23.0,23.4,0,0,0,0.0,0.0,24.8,24.9,0,0,0,0.0,0.0
3638,6,1,14,24.7,24.4,0,0,0,0.0,0.0,26.6,25.8,0,0,0,0.0,0.0
3639,6,1,15,26.2,25.2,0,0,0,0.0,0.0,28.1,26.7,0,0,0,0.0,0.0
3640,6,1,16,27.3,26.0,0,0,0,0.0,0.0,29.3,27.5,0,0,0,0.0,0.0
3641,6,1,17,28.1,26.6,0,0,0,0.0,0.0,30.0,28.2,0,0,0,0.0,0.0
3642,6,1,18,28.3,27.1,0,0,0,0.0,0.0,30.3,28.7,0,0,0,0.0,0.0
3643,6,1,19,28.1,27.4,0,0,0,0.0,0.0,30.0,29.1,0,0,0,0.0,0.0
3644,6,1,20,27.3,27.7,0,0,0,0.0,0.0,29.3,29.4,0,0,0,0.0,0.0
3645,6,1,21,26.2,27.9,0,0,0,0.0,0.0,28.1,29.6,0,0,0,0.0,0.0
3646,6,1,22,24.7,27.9,0,0,0,0.0,0.0,26.6,29.6,0,0,0,0.0,0.0
3647,6,1,23,23.0,27.7,0,0,0,0.0,0.0,24.8,29.4,0,0,0,0.0,0.0
3648,6,2,0,22.9,27.6,0,0,0,0.0,0.0,24.6,29.3,0,0,0,0.0,0.0
3649,6,2,1,21.0,27.3,0,0,0,0.0,0.0,22.7,29.0,0,0,0,0.0,0.0
3650,6,2,2,19.3,26.9,0,0,0,0.0,0.0,20.9,28.6,0,0,0,0.0,0.0
3651,6,2,3,17.8,26.3,0,0,0,0.0,0.0,19.3,28.0,0,0,0,0.0,0.0
3652,6,2,4,16.6,25.8,0,0,0,0.0,0.0,18.2,27.5,0,0,0,0.0,0.0
3653,6,2,5,15.9,25.2,0,0,0,0.0,0.0,17.4,26.9,0,0,0,0.0,0.0
3654,6,2,6,15.7,24.6,0,0,0,0.0,0.0,17.2,26.3,0,0,0,0.0,0.0
3655,6,2,7,15.9,24.3,0,0,0,0.0,0.0,17.4,26.0,0,0,0,0.0,0.0
3656,6,2,8,16.6,24.2,0,0,0,0.0,0.0,18.2,25.8,0,0,0,0.0,0.0
3657,6,2,9,17.8,24.4,0,0,0,0.0,0.0,19.3,26.0,0,0,0,0.0,0.0
3658,6,2,10,19.3,24.7,0,0,0,0.0,0.0,20.9,26.3,0,0,0,0.0,0.0
3659,6,2,11,21.0,25.2,0,0,0,0.0,0.0,22.7,26.9,0,0,0,0.0,0.0
3660,6,2,12,22.9,25.9,0,0,0,0.0,0.0,24.6,27.6,0,0,0,0.0,0.0
3661,6,2,13,24.7,26.7,0,0,0,0.0,0.0,26.5,28.3,0,0,0,0.0,0.0
3662,6,2,14,26.5,27.5,0,0,0,0.0,0.0,28.3,29.1,0,0,0,0.0,0.0
3663,6,2,15,28.0,28.2,0,0,0,0.0,0.0,29.9,29.9,0,0,0,0.0,0.0
3664,6,2,16,29.1,28.9,0,0,0,0.0,0.0,31.1,30.6,0,0,0,0.0,0.0
3665,6,2,17,29.8,29.4,0,0,0,0.0,0.0,31.8,31.1,0,0,0,0.0,0.0
3666,6,2,18,30.1,29.7,0,0,0,0.0,0.0,32.1,31.5,0,0,0,0.0,0.0
3667,6,2,19,29.8,30.0,0,0,0,0.0,0.0,31.8,31.8,0,0,0,0.0,0.0
3668,6,2,20,29.1,30.2,0,0,0,0.0,0.0,31.1,32.0,0,0,0,0.0,0.0
3669,6,2,21,28.0,30.3,0,0,0,0.0,0.0,29.9,32.1,0,0,0,0.0,0.0
3670,6,2,22,26.5,30.3,0,0,0,0.0,0.0,28.3,32.1,0,0,0,0.0,0.0
3671,6,2,23,24.7,30.1,0,0,0,0.0,0.0,26.5,31.9,0,0,0,0.0,0.0
3672,6,3,0,24.0,29.8,0,0,0,0.0,0.0,25.7,31.6,0,0,0,0.0,0.0
3673,6,3,1,22.1,29.4,0,0,0,0.0,0.0,23.8,31.2,0,0,0,0.0,0.0
3674,6,3,2,20.4,28.9,0,0,0,0.0,0.0,22.0,30.7,0,0,0,0.0,0.0
3675,6,3,3,18.9,28.3,0,0,0,0.0,0.0,20.4,30.1,0,0,0,0.0,0.0
3676,6,3,4,17.7,27.7,0,0,0,0.0,0.0,19.3,29.4,0,0,0,0.0,0.0
3677,6,3,5,17.0,27.0,0,0,0,0.0,0.0,18.5,28.7,0,0,0,0.0,0.0
3678,6,3,6,16.8,26.4,0,0,0,0.0,0.0,18.3,28.1,0,0,0,0.0,0.0
3679,6,3,7,17.0,26.0,0,0,0,0.0,0.0,18.5,27.7,0,0,0,0.0,0.0
3680,6,3,8,17.7,25.9,0,0,0,0.0,0.0,19.3,27.5,0,0,0,0.0,0.0
3681,6,3,9,18.9,25.9,0,0,0,0.0,0.0,20.4,27.6,0,0,0,0.0,0.0
3682,6,3,10,20.4,26.3,0,0,0,0.0,0.0,22.0,27.9,0,0,0,0.0,0.0
3683,6,3,11,22.1,26.8,0,0,0,0.0,0.0,23.8,28.4,0,0,0,0.0,0.0
3684,6,3,12,24.0,27.4,0,0,0,0.0,0.0,25.7,29.1,0,0,0,0.0,0.0
3685,6,3,13,25.8,28.1,0,0,0,0.0,0.0,27.6,29.8,0,0,0,0.0,0.0
3686,6,3,14,27.6,28.9,0,0,0,0.0,0.0,29.4,30.6,0,0,0,0.0,0.0
3687,6,3,15,29.0,29.6,0,0,0,0.0,0.0,31.0,31.3,0,0,0,0.0,0.0
3688,6,3,16,30.2,30.2,0,0,0,0.0,0.0,32.2,32.0,0,0,0,0.0,0.0
3689,6,3,17,30.9,30.7,0,0,0,0.0,0.0,32.9,32.5,0,0,0,0.0,0.0
3690,6,3,18,31.2,31.1,0,0,0,0.0,0.0,33.2,32.8,0,0,0,0.0,0.0
3691,6,3,19,30.9,31.3,0,0,0,0.0,0.0,32.9,33.1,0,0,0,0.0,0.0
3692,6,3,20,30.2,31.5,0,0,0,0.0,0.0,32.2,33.3,0,0,0,0.0,0.0
3693,6,3,21,29.0,31.6,0,0,0,0.0,0.0,31.0,33.4,0,0,0,0.0,0.0
3694,6,3,22,27.6,31.5,0,0,0,0.0,0.0,29.4,33.3,0,0,0,0.0,0.0
3695,6,3,23,25.8,31.3,0,0,0,0.0,0.0,27.6,33.1,0,0,0,0.0,0.0
3696,6,4,0,24.0,30.9,0,0,0,0.0,0.0,25.7,32.8,0,0,0,0.0,0.0
3697,6,4,1,22.1,30.4,0,0,0,0.0,0.0,23.8,32.2,0,0,0,0.0,0.0
3698,6,4,2,20.4,29.8,0,0,0,0.0,0.0,22.0,31.6,0,0,0,0.0,0.0
3699,6,4,3,18.9,29.2,0,0,0,0.0,0.0,20.4,30.9,0,0,0,0.0,0.0
3700,6,4,4,17.7,28.4,0,0,0,0.0,0.0,19.3,30.2,0,0,0,0.0,0.0
3701,6,4,5,17.0,27.7,0,0,0,0.0,0.0,18.5,29.4,0,0,0,0.0,0.0
3702,6,4,6,16.8,27.0,0,0,0,0.0,0.0,18.3,28.7,0,0,0,0.0,0.0
3703,6,4,7,17.0,26.6,0,0,0,0.0,0.0,18.5,28.3,0,0,0,0.0,0.0
3704,6,4,8,17.7,26.4,0,0,0,0.0,0.0,19.3,28.1,0,0,0,0.0,0.0
3705,6,4,9,18.9,26.4,0,0,0,0.0,0.0,20.4,28.1,0,0,0,0.0,0.0
3706,6,4,10,20.4,26.7,0,0,0,0.0,0.0,22.0,28.4,0,0,0,0.0,0.0
3707,6,4,11,22.1,27.2,0,0,0,0.0,0.0,23.8,28.8,0,0,0,0.0,0.0
3708,6,4,12,24.0,27.8,0,0,0,0.0,0.0,25.7,29.4,0,0,0,0.0,0.0
3709,6,4,13,25.8,28.4,0,0,0,0.0,0.0,27.6,30.1,0,0,0,0.0,0.0
3710,6,4,14,27.6,29.2,0,0,0,0.0,0.0,29.4,30.9,0,0,0,0.0,0.0
3711,6,4,15,29.0,29.9,0,0,0,0.0,0.0,31.0,31.6,0,0,0,0.0,0.0
3712,6,4,16,30.2,30.5,0,0,0,0.0,0.0,32.2,32.2,0,0,0,0.0,0.0
3713,6,4,17,30.9,31.0,0,0,0,0.0,0.0,32.9,32.7,0,0,0,0.0,0.0
3714,6,4,18,31.2,31.3,0,0,0,0.0,0.0,33.2,33.1,0,0,0,0.0,0.0
3715,6,4,19,30.9,31.5,0,0,0,0.0,0.0,32.9,33.3,0,0,0,0.0,0.0
3716,6,4,20,30.2,31.7,0,0,0,0.0,0.0,32.2,33.5,0,0,0,0.0,0.0
3717,6,4,21,29.0,31.7,0,0,0,0.0,0.0,31.0,33.6,0,0,0,0.0,0.0
3718,6,4,22,27.6,31.7,0,0,0,0.0,0.0,29.4,33.5,0,0,0,0.0,0.0
3719,6,4,23,25.8,31.4,0,0,0,0.0,0.0,27.6,33.3,0,0,0,0.0,0.0
3720,6,5,0,22.9,31.0,0,0,0,0.0,0.0,24.6,32.8,0,0,0,0.0,0.0
3721,6,5,1,21.0,30.4,0,0,0,0.0,0.0,22.7,32.2,0,0,0,0.0,0.0
3722,6,5,2,19.3,29.7,0,0,0,0.0,0.0,20.9,31.5,0,0,0,0.0,0.0
3723,6,5,3,17.8,28.9,0,0,0,0.0,0.0,19.3,30.7,0,0,0,0.0,0.0
3724,6,5,4,16.6,28.1,0,0,0,0.0,0.0,18.2,29.9,0,0,0,0.0,0.0
3725,6,5,5,15.9,27.3,0,0,0,0.0,0.0,17.4,29.1,0,0,0,0.0,0.0
3726,6,5,6,15.7,26.6,0,0,0,0.0,0.0,17.2,28.3,0,0,0,0.0,0.0
3727,6,5,7,15.9,26.1,0,0,0,0.0,0.0,17.4,27.8,0,0,0,0.0,0.0
3728,6,5,8,16.6,25.8,0,0,0,0.0,0.0,18.2,27.5,0,0,0,0.0,0.0
3729,6,5,9,17.8,25.8,0,0,0,0.0,0.0,19.3,27.5,0,0,0,0.0,0.0
3730,6,5,10,19.3,26.1,0,0,0,0.0,0.0,20.9,27.7,0,0,0,0.0,0.0
3731,6,5,11,21.0,26.5,0,0,0,0.0,0.0,22.7,28.1,0,0,0,0.0,0.0
3732,6,5,12,22.9,27.0,0,0,0,0.0,0.0,24.6,28.7,0,0,0,0.0,0.0
3733,6,5,13,24.7,27.7,0,0,0,0.0,0.0,26.5,29.4,0,0,0,0.0,0.0
3734,6,5,14,26.5,28.4,0,0,0,0.0,0.0,28.3,30.1,0,0,0,0.0,0.0
3735,6,5,15,28.0,29.1,0,0,0,0.0,0.0,29.9,30.8,0,0,0,0.0,0.0
3736,6,5,16,29.1,29.6,0,0,0,0.0,0.0,31.1,31.4,0,0,0,0.0,0.0
3737,6,5,17,29.8,30.1,0,0,0,0.0,0.0,31.8,31.9,0,0,0,0.0,0.0
3738,6,5,18,30.1,30.4,0,0,0,0.0,0.0,32.1,32.2,0,0,0,0.0,0.0
3739,6,5,19,29.8,30.6,0,0,0,0.0,0.0,31.8,32.4,0,0,0,0.0,0.0
3740,6,5,20,29.1,30.8,0,0,0,0.0,0.0,31.1,32.6,0,0,0,0.0,0.0
3741,6,5,21,28.0,30.8,0,0,0,0.0,0.0,29.9,32.6,0,0,0,0.0,0.0
3742,6,5,22,26.5,30.7,0,0,0,0.0,0.0,28.3,32.5,0,0,0,0.0,0.0
3743,6,5,23,24.7,30.5,0,0,0,0.0,0.0,26.5,32.3,0,0,0,0.0,0.0
3744,6,6,0,21.1,29.9,0,0,0,0.0,0.0,22.9,31.8,0,0,0,0.0,0.0
3745,6,6,1,19.2,29.3,0,0,0,0.0,0.0,20.9,31.1,0,0,0,0.0,0.0
3746,6,6,2,17.5,28.5,0,0,0,0.0,0.0,19.1,30.3,0,0,0,0.0,0.0
3747,6,6,3,16.0,27.7,0,0,0,0.0,0.0,17.6,29.5,0,0,0,0.0,0.0
3748,6,6,4,14.9,26.9,0,0,0,0.0,0.0,16.4,28.6,0,0,0,0.0,0.0
3749,6,6,5,14.1,26.0,0,0,0,0.0,0.0,15.7,27.8,0,0,0,0.0,0.0
3750,6,6,6,13.9,25.2,0,0,0,0.0,0.0,15.4,27.0,0,0,0,0.0,0.0
3751,6,6,7,14.1,24.7,0,0,0,0.0,0.0,15.7,26.4,0,0,0,0.0,0.0
3752,6,6,8,14.9,24.4,0,0,0,0.0,0.0,16.4,26.1,0,0,0,0.0,0.0
3753,6,6,9,16.0,24.4,0,0,0,0.0,0.0,17.6,26.1,0,0,0,0.0,0.0
3754,6,6,10,17.5,24.6,0,0,0,0.0,0.0,19.1,26.3,0,0,0,0.0,0.0
3755,6,6,11,19.2,25.0,0,0,0,0.0,0.0,20.9,26.6,0,0,0,0.0,0.0
3756,6,6,12,21.1,25.5,0,0,0,0.0,0.0,22.9,27.2,0,0,0,0.0,0.0
3757,6,6,13,23.0,26.2,0,0,0,0.0,0.0,24.8,27.8,0,0,0,0.0,0.0
3758,6,6,14,24.7,26.8,0,0,0,0.0,0.0,26.6,28.5,0,0,0,0.0,0.0
3759,6,6,15,26.2,27.5,0,0,0,0.0,0.0,28.1,29.2,0,0,0,0.0,0.0
3760,6,6,16,27.3,28.1,0,0,0,0.0,0.0,29.3,29.8,0,0,0,0.0,0.0
3761,6,6,17,28.1,28.5,0,0,0,0.0,0.0,30.0,30.3,0,0,0,0.0,0.0
3762,6,6,18,28.3,28.8,0,0,0,0.0,0.0,30.3,30.5,0,0,0,0.0,0.0
3763,6,6,19,28.1,29.0,0,0,0,0.0,0.0,30.0,30.8,0,0,0,0.0,0.0
3764,6,6,20,27.3,29.1,0,0,0,0.0,0.0,29.3,30.9,0,0,0,0.0,0.0
3765,6,6,21,26.2,29.2,0,0,0,0.0,0.0,28.1,31.0,0,0,0,0.0,0.0
3766,6,6,22,24.7,29.0,0,0,0,0.0,0.0,26.6,30.9,0,0,0,0.0,0.0
3767,6,6,23,23.0,28.8,0,0,0,0.0,0.0,24.8,30.6,0,0,0,0.0,0.0
3768,6,7,0,19.3,28.2,0,0,0,0.0,0.0,21.1,30.1,0,0,0,0.0,0.0
3769,6,7,1,17.5,27.6,0,0,0,0.0,0.0,19.2,29.4,0,0,0,0.0,0.0
3770,6,7,2,15.7,26.8,0,0,0,0.0,0.0,17.4,28.6,0,0,0,0.0,0.0
3771,6,7,3,14.2,26.0,0,0,0,0.0,0.0,15.8,27.8,0,0,0,0.0,0.0
3772,6,7,4,13.1,25.2,0,0,0,0.0,0.0,14.6,26.9,0,0,0,0.0,0.0
3773,6,7,5,12.4,24.3,0,0,0,0.0,0.0,13.9,26.0,0,0,0,0.0,0.0
3774,6,7,6,12.1,23.5,0,0,0,0.0,0.0,13.6,25.2,0,0,0,0.0,0.0
3775,6,7,7,12.4,23.0,0,0,0,0.0,0.0,13.9,24.7,0,0,0,0.0,0.0
3776,6,7,8,13.1,22.7,0,0,0,0.0,0.0,14.6,24.4,0,0,0,0.0,0.0
3777,6,7,9,14.2,22.7,0,0,0,0.0,0.0,15.8,24.3,0,0,0,0.0,0.0
3778,6,7,10,15.7,22.9,0,0,0,0.0,0.0,17.4,24.5,0,0,0,0.0,0.0
3779,6,7,11,17.5,23.2,0,0,0,0.0,0.0,19.2,24.9,0,0,0,0.0,0.0
3780,6,7,12,19.3,23.8,0,0,0,0.0,0.0,21.1,25.5,0,0,0,0.0,0.0
3781,6,7,13,21.2,24.4,0,0,0,0.0,0.0,23.0,26.1,0,0,0,0.0,0.0
3782,6,7,14,22.9,25.1,0,0,0,0.0,0.0,24.8,26.8,0,0,0,0.0,0.0
3783,6,7,15,24.4,25.7,0,0,0,0.0,0.0,26.4,27.5,0,0,0,0.0,0.0
3784,6,7,16,25.6,26.3,0,0,0,0.0,0.0,27.5,28.1,0,0,0,0.0,0.0
3785,6,7,17,26.3,26.7,0,0,0,0.0,0.0,28.3,28.5,0,0,0,0.0,0.0
3786,6,7,18,26.5,27.0,0,0,0,0.0,0.0,28.5,28.8,0,0,0,0.0,0.0
3787,6,7,19,26.3,27.2,0,0,0,0.0,0.0,28.3,29.0,0,0,0,0.0,0.0
3788,6,7,20,25.6,27.4,0,0,0,0.0,0.0,27.5,29.2,0,0,0,0.0,0.0
3789,6,7,21,24.4,27.4,0,0,0,0.0,0.0,26.4,29.2,0,0,0,0.0,0.0
3790,6,7,22,22.9,27.3,0,0,0,0.0,0.0,24.8,29.1,0,0,0,0.0,0.0
3791,6,7,23,21.2,27.0,0,0,0,0.0,0.0,23.0,28.9,0,0,0,0.0,0.0
3792,6,8,0,18.2,26.6,0,0,0,0.0,0.0,20.0,28.4,0,0,0,0.0,0.0
3793,6,8,1,16.4,25.9,0,0,0,0.0,0.0,18.1,27.8,0,0,0,0.0,0.0
3794,6,8,2,14.6,25.2,0,0,0,0.0,0.0,16.3,27.0,0,0,0,0.0,0.0
3795,6,8,3,13.2,24.5,0,0,0,0.0,0.0,14.7,26.2,0,0,0,0.0,0.0
3796,6,8,4,12.0,23.6,0,0,0,0.0,0.0,13.5,25.4,0,0,0,0.0,0.0
3797,6,8,5,11.3,22.8,0,0,0,0.0,0.0,12.8,24.6,0,0,0,0.0,0.0
3798,6,8,6,11.0,22.1,0,0,0,0.0,0.0,12.5,23.8,0,0,0,0.0,0.0
3799,6,8,7,11.3,21.6,0,0,0,0.0,0.0,12.8,23.3,0,0,0,0.0,0.0
3800,6,8,8,12.0,21.3,0,0,0,0.0,0.0,13.5,23.0,0,0,0,0.0,0.0
3801,6,8,9,13.2,21.3,0,0,0,0.0,0.0,14.7,23.0,0,0,0,0.0,0.0
3802,6,8,10,14.6,21.5,0,0,0,0.0,0.0,16.3,23.2,0,0,0,0.0,0.0
3803,6,8,11,16.4,21.9,0,0,0,0.0,0.0,18.1,23.6,0,0,0,0.0,0.0
3804,6,8,12,18.2,22.5,0,0,0,0.0,0.0,20.0,24.2,0,0,0,0.0,0.0
3805,6,8,13,20.1,23.1,0,0,0,0.0,0.0,21.9,24.8,0,0,0,0.0,0.0
3806,6,8,14,21.8,23.8,0,0,0,0.0,0.0,23.7,25.5,0,0,0,0.0,0.0
3807,6,8,15,23.3,24.5,0,0,0,0.0,0.0,25.3,26.2,0,0,0,0.0,0.0
3808,6,8,16,24.5,25.1,0,0,0,0.0,0.0,26.4,26.8,0,0,0,0.0,0.0
3809,6,8,17,25.2,25.5,0,0,0,0.0,0.0,27.2,27.3,0,0,0,0.0,0.0
3810,6,8,18,25.4,25.8,0,0,0,0.0,0.0,27.4,27.6,0,0,0,0.0,0.0
3811,6,8,19,25.2,26.0,0,0,0,0.0,0.0,27.2,27.8,0,0,0,0.0,0.0
3812,6,8,20,24.5,26.2,0,0,0,0.0,0.0,26.4,28.0,0,0,0,0.0,0.0
3813,6,8,21,23.3,26.2,0,0,0,0.0,0.0,25.3,28.1,0,0,0,0.0,0.0
3814,6,8,22,21.8,26.1,0,0,0,0.0,0.0,23.7,28.0,0,0,0,0.0,0.0
3815,6,8,23,20.1,25.9,0,0,0,0.0,0.0,21.9,27.7,0,0,0,0.0,0.0
3816,6,9,0,18.2,25.5,0,0,0,0.0,0.0,20.0,27.3,0,0,0,0.0,0.0
3817,6,9,1,16.4,25.0,0,0,0,0.0,0.0,18.1,26.8,0,0,0,0.0,0.0
3818,6,9,2,14.6,24.4,0,0,0,0.0,0.0,16.3,26.1,0,0,0,0.0,0.0
3819,6,9,3,13.2,23.7,0,0,0,0.0,0.0,14.7,25.4,0,0,0,0.0,0.0
3820,6,9,4,12.0,22.9,0,0,0,0.0,0.0,13.5,24.7,0,0,0,0.0,0.0
3821,6,9,5,11.3,22.2,0,0,0,0.0,0.0,12.8,23.9,0,0,0,0.0,0.0
3822,6,9,6,11.0,21.5,0,0,0,0.0,0.0,12.5,23.2,0,0,0,0.0,0.0
3823,6,9,7,11.3,21.0,0,0,0,0.0,0.0,12.8,22.7,0,0,0,0.0,0.0
3824,6,9,8,12.0,20.8,0,0,0,0.0,0.0,13.5,22.5,0,0,0,0.0,0.0
3825,6,9,9,13.2,20.8,0,0,0,0.0,0.0,14.7,22.5,0,0,0,0.0,0.0
3826,6,9,10,14.6,21.1,0,0,0,0.0,0.0,16.3,22.8,0,0,0,0.0,0.0
3827,6,9,11,16.4,21.5,0,0,0,0.0,0.0,18.1,23.2,0,0,0,0.0,0.0
3828,6,9,12,18.2,22.1,0,0,0,0.0,0.0,20.0,23.8,0,0,0,0.0,0.0
3829,6,9,13,20.1,22.8,0,0,0,0.0,0.0,21.9,24.5,0,0,0,0.0,0.0
3830,6,9,14,21.8,23.5,0,0,0,0.0,0.0,23.7,25.2,0,0,0,0.0,0.0
3831,6,9,15,23.3,24.2,0,0,0,0.0,0.0,25.3,26.0,0,0,0,0.0,0.0
3832,6,9,16,24.5,24.8,0,0,0,0.0,0.0,26.4,26.6,0,0,0,0.0,0.0
3833,6,9,17,25.2,25.3,0,0,0,0.0,0.0,27.2,27.1,0,0,0,0.0,0.0
3834,6,9,18,25.4,25.6,0,0,0,0.0,0.0,27.4,27.4,0,0,0,0.0,0.0
3835,6,9,19,25.2,25.9,0,0,0,0.0,0.0,27.2,27.7,0,0,0,0.0,0.0
3836,6,9,20,24.5,26.0,0,0,0,0.0,0.0,26.4,27.8,0,0,0,0.0,0.0
3837,6,9,21,23.3,26.1,0,0,0,0.0,0.0,25.3,27.9,0,0,0,0.0,0.0
3838,6,9,22,21.8,26.0,0,0,0,0.0,0.0,23.7,27.8,0,0,0,0.0,0.0
3839,6,9,23,20.1,25.8,0,0,0,0.0,0.0,21.9,27.6,0,0,0,0.0,0.0
3840,6,10,0,19.3,25.5,0,0,0,0.0,0.0,21.1,27.3,0,0,0,0.0,0.0
3841,6,10,1,17.5,25.1,0,0,0,0.0,0.0,19.2,26.9,0,0,0,0.0,0.0
3842,6,10,2,15.7,24.5,0,0,0,0.0,0.0,17.4,26.3,0,0,0,0.0,0.0
3843,6,10,3,14.2,23.9,0,0,0,0.0,0.0,15.8,25.7,0,0,0,0.0,0.0
3844,6,10,4,13.1,23.2,0,0,0,0.0,0.0,14.6,25.0,0,0,0,0.0,0.0
3845,6,10,5,12.4,22.6,0,0,0,0.0,0.0,13.9,24.3,0,0,0,0.0,0.0
3846,6,10,6,12.1,21.9,0,0,0,0.0,0.0,13.6,23.6,0,0,0,0.0,0.0
3847,6,10,7,12.4,21.5,0,0,0,0.0,0.0,13.9,23.2,0,0,0,0.0,0.0
3848,6,10,8,13.1,21.4,0,0,0,0.0,0.0,14.6,23.1,0,0,0,0.0,0.0
3849,6,10,9,14.2,21.5,0,0,0,0.0,0.0,15.8,23.1,0,0,0,0.0,0.0
3850,6,10,10,15.7,21.7,0,0,0,0.0,0.0,17.4,23.4,0,0,0,0.0,0.0
3851,6,10,11,17.5,22.2,0,0,0,0.0,0.0,19.2,23.9,0,0,0,0.0,0.0
3852,6,10,12,19.3,22.9,0,0,0,0.0,0.0,21.1,24.5,0,0,0,0.0,0.0
3853,6,10,13,21.2,23.6,0,0,0,0.0,0.0,23.0,25.3,0,0,0,0.0,0.0
3854,6,10,14,22.9,24.3,0,0,0,0.0,0.0,24.8,26.0,0,0,0,0.0,0.0
3855,6,10,15,24.4,25.0,0,0,0,0.0,0.0,26.4,26.8,0,0,0,0.0,0.0
3856,6,10,16,25.6,25.7,0,0,0,0.0,0.0,27.5,27.4,0,0,0,0.0,0.0
3857,6,10,17,26.3,26.2,0,0,0,0.0,0.0,28.3,27.9,0,0,0,0.0,0.0
3858,6,10,18,26.5,26.5,0,0,0,0.0,0.0,28.5,28.3,0,0,0,0.0,0.0
3859,6,10,19,26.3,26.8,0,0,0,0.0,0.0,28.3,28.6,0,0,0,0.0,0.0
3860,6,10,20,25.6,26.9,0,0,0,0.0,0.0,27.5,28.8,0,0,0,0.0,0.0
3861,6,10,21,24.4,27.0,0,0,0,0.0,0.0,26.4,28.8,0,0,0,0.0,0.0
3862,6,10,22,22.9,26.9,0,0,0,0.0,0.0,24.8,28.8,0,0,0,0.0,0.0
3863,6,10,23,21.2,26.7,0,0,0,0.0,0.0,23.0,28.5,0,0,0,0.0,0.0
3864,6,11,0,21.1,26.5,0,0,0,0.0,0.0,22.9,28.3,0,0,0,0.0,0.0
3865,6,11,1,19.2,26.1,0,0,0,0.0,0.0,20.9,28.0,0,0,0,0.0,0.0
3866,6,11,2,17.5,25.7,0,0,0,0.0,0.0,19.1,27.5,0,0,0,0.0,0.0
3867,6,11,3,16.0,25.1,0,0,0,0.0,0.0,17.6,26.9,0,0,0,0.0,0.0
3868,6,11,4,14.9,24.5,0,0,0,0.0,0.0,16.4,26.2,0,0,0,0.0,0.0
3869,6,11,5,14.1,23.9,0,0,0,0.0,0.0,15.7,25.6,0,0,0,0.0,0.0
3870,6,11,6,13.9,23.3,0,0,0,0.0,0.0,15.4,25.0,0,0,0,0.0,0.0
